Product Name,Shopify URL,Search in Admin,Status,Suggested Tags
""Butterfly" 1980s Dior Sunglasses","https://azyrspecs.com/products/butterfly-1980s-dior-sunglasses","https://azyrspecs.com/admin/search?q=%22Butterfly%22%201980s%20Dior%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Venusion" 1990s Mugler Sunglasses","https://azyrspecs.com/products/venusion-1990s-mugler-sunglasses","https://azyrspecs.com/admin/search?q=%22Venusion%22%201990s%20Mugler%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:trendy | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Sharp Brows" 1980s Metzler Sunglasses","https://azyrspecs.com/products/sharp-brows-1980s-metzler-sunglasses","https://azyrspecs.com/admin/search?q=%22Sharp%20Brows%22%201980s%20Metzler%20Sunglasses","NEEDS TAGGING","style:aviator | style:square | material:wire | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""The Intellect" 1980s YSL Frame","https://azyrspecs.com/products/the-intellect-1980s-ysl-frame","https://azyrspecs.com/admin/search?q=%22The%20Intellect%22%201980s%20YSL%20Frame","NEEDS TAGGING","style:aviator | style:square | material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | lens:rx | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Orion" 1990s Handmade Sunglasses","https://azyrspecs.com/products/orion-1990s-handmade-sunglasses","https://azyrspecs.com/admin/search?q=%22Orion%22%201990s%20Handmade%20Sunglasses","NEEDS TAGGING","style:round | style:square | material:wire | material:acetate | vibe:retro | vibe:luxury | lens:tinted | face_shape:square | face_shape:heart | face_shape:oval"
""Enigma" 1980s Emmanuelle Khanh","https://azyrspecs.com/products/enigma-1980s-emmanuelle-khanh","https://azyrspecs.com/admin/search?q=%22Enigma%22%201980s%20Emmanuelle%20Khanh","NEEDS TAGGING","style:rectangle | material:wire | vibe:retro | vibe:luxury | vibe:edgy | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Summer Popsicle" 1980s Silhouette Refined Glasses","https://azyrspecs.com/products/summer-popsicle-1980s-silhouette-refined-glasses","https://azyrspecs.com/admin/search?q=%22Summer%20Popsicle%22%201980s%20Silhouette%20Refined%20Glasses","NEEDS TAGGING","style:aviator | vibe:retro | vibe:luxury | vibe:edgy | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Sunset" 1980s Irma-J Clip On Sunglasses","https://azyrspecs.com/products/sunset-1980s-irma-j-clip-on-sunglasses","https://azyrspecs.com/admin/search?q=%22Sunset%22%201980s%20Irma-J%20Clip%20On%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:luxury | lens:tinted | face_shape:oval"
""Stars and Stripes" 1990s Axel S Sunglasses","https://azyrspecs.com/products/stars-and-stripes-1990s-axel-s-sunglasses","https://azyrspecs.com/admin/search?q=%22Stars%20and%20Stripes%22%201990s%20Axel%20S%20Sunglasses","NEEDS TAGGING","style:cat_eye | vibe:retro | vibe:luxury | vibe:edgy | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Quiet Authority" 1990s  Seraphin Eyeglass Frames","https://azyrspecs.com/products/quiet-authority-1990s-seraphin-eyeglass-frames","https://azyrspecs.com/admin/search?q=%22Quiet%20Authority%22%201990s%20%20Seraphin%20Eyeglass%20Frames","NEEDS TAGGING","style:rectangle | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | lens:rx | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Power Play" 1980s Fendi Sunglasses","https://azyrspecs.com/products/power-play-1980s-fendi-sunglasses","https://azyrspecs.com/admin/search?q=%22Power%20Play%22%201980s%20Fendi%20Sunglasses","NEEDS TAGGING","style:wayfarer | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
""Sharp Sophistication" 1990s Karl Lagerfeld Sunglasses","https://azyrspecs.com/products/sharp-sophistication-1990s-karl-lagerfeld-sunglasses","https://azyrspecs.com/admin/search?q=%22Sharp%20Sophistication%22%201990s%20Karl%20Lagerfeld%20Sunglasses","NEEDS TAGGING","style:round | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:classic | face_shape:square | face_shape:heart | face_shape:oval"
""Decade Defining" 1970s Dior Sunglasses","https://azyrspecs.com/products/decade-defining-1970s-dior-sunglasses","https://azyrspecs.com/admin/search?q=%22Decade%20Defining%22%201970s%20Dior%20Sunglasses","NEEDS TAGGING","style:square | material:wire | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Cinematic Drama" 1990s Nouvelle Vague Sunglasses","https://azyrspecs.com/products/cinematic-drama-1990s-nouvelle-vague-sunglasses","https://azyrspecs.com/admin/search?q=%22Cinematic%20Drama%22%201990s%20Nouvelle%20Vague%20Sunglasses","NEEDS TAGGING","style:cat_eye | material:wire | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
""Subtle Statement" Ted Baker Eyeglass Frame","https://azyrspecs.com/products/subtle-statement-ted-baker-eyeglass-frame-only","https://azyrspecs.com/admin/search?q=%22Subtle%20Statement%22%20Ted%20Baker%20Eyeglass%20Frame","NEEDS TAGGING","style:rectangle | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:classic | lens:rx | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Tokyo Static" 1990s X Japan Sunglasses","https://azyrspecs.com/products/tokyo-static-1990s-sunglasses","https://azyrspecs.com/admin/search?q=%22Tokyo%20Static%22%201990s%20X%20Japan%20Sunglasses","NEEDS TAGGING","material:wire | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | face_shape:oval"
""Throughline" 1980s Metzler Light Sunglasses","https://azyrspecs.com/products/throughline-1980s-metzler-light-sunglasses","https://azyrspecs.com/admin/search?q=%22Throughline%22%201980s%20Metzler%20Light%20Sunglasses","NEEDS TAGGING","style:square | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""The Ode" 1980s YSL Red Sunglasses","https://azyrspecs.com/products/the-ode-1980s-ysl-red-sunglasses","https://azyrspecs.com/admin/search?q=%22The%20Ode%22%201980s%20YSL%20Red%20Sunglasses","NEEDS TAGGING","style:square | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:classic | lens:rx | face_shape:oval | face_shape:round | face_shape:heart"
""French Dispatch" 1980s Emmanuelle Khanh Sunglasses","https://azyrspecs.com/products/french-dispatch-1980s-emmanuelle-khanh-sunglasses","https://azyrspecs.com/admin/search?q=%22French%20Dispatch%22%201980s%20Emmanuelle%20Khanh%20Sunglasses","NEEDS TAGGING","style:square | material:wire | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Vintage" 1980s Vogart by Police Sunglasses","https://azyrspecs.com/products/vintage-1980s-vogart-by-police-sunglasses","https://azyrspecs.com/admin/search?q=%22Vintage%22%201980s%20Vogart%20by%20Police%20Sunglasses","NEEDS TAGGING","material:wire | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | face_shape:oval | face_shape:heart | face_shape:square"
""Cottage" 1990s Dior Rose-Kissed Sunglasses","https://azyrspecs.com/products/ribbon-1990s","https://azyrspecs.com/admin/search?q=%22Cottage%22%201990s%20Dior%20Rose-Kissed%20Sunglasses","NEEDS TAGGING","style:rectangle | material:acetate | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Sex Appeal" 1990s Virginia Slims Sunglasses","https://azyrspecs.com/products/vintage-1980s-virginia-slims-sunglasses","https://azyrspecs.com/admin/search?q=%22Sex%20Appeal%22%201990s%20Virginia%20Slims%20Sunglasses","NEEDS TAGGING","style:rectangle | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | face_shape:oval | face_shape:round | face_shape:heart | face_shape:square | face_shape:heart | face_shape:oval"
""Effortless Edge" 1990s Sergio Tacchini Sunglasses","https://azyrspecs.com/products/vintage-0000s-sergio-tacchini-sunglasses","https://azyrspecs.com/admin/search?q=%22Effortless%20Edge%22%201990s%20Sergio%20Tacchini%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | vibe:athletic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Precision" 1990s MODO Sunglasses","https://azyrspecs.com/products/vintage-1990s-modo-sunglasses","https://azyrspecs.com/admin/search?q=%22Precision%22%201990s%20MODO%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:modern | vibe:luxury | lens:polarized | face_shape:oval | face_shape:heart | face_shape:square"
""Effortless Allure" 1990s Vogue Sunglasses","https://azyrspecs.com/products/vintage-1990s-vogue-sunglasses","https://azyrspecs.com/admin/search?q=%22Effortless%20Allure%22%201990s%20Vogue%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval"
""Fierce Charm" 1990s Cynthia Rowley Sunglasses","https://azyrspecs.com/products/vintage-0000s-cynthia-rowley-sunglasses","https://azyrspecs.com/admin/search?q=%22Fierce%20Charm%22%201990s%20Cynthia%20Rowley%20Sunglasses","NEEDS TAGGING","style:cat_eye | style:rectangle | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Quiet Luxury" 1980s GLA Sunglasses","https://azyrspecs.com/products/vintage-0000s-gla-sunglasses","https://azyrspecs.com/admin/search?q=%22Quiet%20Luxury%22%201980s%20GLA%20Sunglasses","NEEDS TAGGING","material:wire | material:acetate | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval"
""Classic" 1990s Giorgio Armani Sunglasses","https://azyrspecs.com/products/vintage-1990s-giorgio-armani-sunglasses","https://azyrspecs.com/admin/search?q=%22Classic%22%201990s%20Giorgio%20Armani%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:trendy | vibe:classic | lens:rx | lens:tinted | face_shape:oval"
""Funky Monkey" 1990s Paul Smith Sunglasses","https://azyrspecs.com/products/vintage-1990s-paul-smith-2-sunglasses","https://azyrspecs.com/admin/search?q=%22Funky%20Monkey%22%201990s%20Paul%20Smith%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval"
""Refined Ease" 1990s Ellen Tracy Frame Only","https://azyrspecs.com/products/vintage-0000s-ellen-tracy-sunglasses","https://azyrspecs.com/admin/search?q=%22Refined%20Ease%22%201990s%20Ellen%20Tracy%20Frame%20Only","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:trendy | vibe:classic | lens:rx | lens:tinted | face_shape:oval"
""Retro Refinement" 1980s Bijoux Sunglasses","https://azyrspecs.com/products/vintage-0000s-bijoux-sunglasses-frame-only","https://azyrspecs.com/admin/search?q=%22Retro%20Refinement%22%201980s%20Bijoux%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | lens:rx | lens:tinted | face_shape:oval"
""Golden Status" 1980s SRO Yellow Sunglasses","https://azyrspecs.com/products/vintage-0000s-sro-sunglasses","https://azyrspecs.com/admin/search?q=%22Golden%20Status%22%201980s%20SRO%20Yellow%20Sunglasses","NEEDS TAGGING","style:square | material:wire | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | lens:rx | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Bold Revival" 1980s Terri Brogan Sunglasses Frame","https://azyrspecs.com/products/vintage-0000s-terri-brogan-sunglasses","https://azyrspecs.com/admin/search?q=%22Bold%20Revival%22%201980s%20Terri%20Brogan%20Sunglasses%20Frame","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | lens:rx | lens:tinted | face_shape:oval"
""Soft Power" 1990s Liz Claiborne Sunglasses Frame Only","https://azyrspecs.com/products/vintage-1990s-liz-claiborne-sunglasses","https://azyrspecs.com/admin/search?q=%22Soft%20Power%22%201990s%20Liz%20Claiborne%20Sunglasses%20Frame%20Only","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | lens:rx | lens:tinted | face_shape:oval"
""Aviation" 1990s Dolce Gabbana Sunglasses","https://azyrspecs.com/products/vintage-1990s-dolce-gabbana-sunglasses","https://azyrspecs.com/admin/search?q=%22Aviation%22%201990s%20Dolce%20Gabbana%20Sunglasses","NEEDS TAGGING","style:aviator | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Adrenaline" 2000s Columbia Sunglasses","https://azyrspecs.com/products/vintage-0000s-columbia-sunglasses","https://azyrspecs.com/admin/search?q=%22Adrenaline%22%202000s%20Columbia%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:edgy | vibe:athletic | face_shape:square | face_shape:heart | face_shape:oval"
""Smooch" 1990s Nicole Miller Sunglasses","https://azyrspecs.com/products/vintage-1990s-nicole-miller-sunglasses","https://azyrspecs.com/admin/search?q=%22Smooch%22%201990s%20Nicole%20Miller%20Sunglasses","NEEDS TAGGING","style:cat_eye | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Sharon Tate" 1970s Yves Chantal Sunglasses Frame","https://azyrspecs.com/products/vintage-1970s-yves-chantal-sunglasses-frame","https://azyrspecs.com/admin/search?q=%22Sharon%20Tate%22%201970s%20Yves%20Chantal%20Sunglasses%20Frame","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | face_shape:square | face_shape:heart | face_shape:oval"
""Velocity" 1980s Bugatti Glasses Frame","https://azyrspecs.com/products/vintage-1980s-bugatti-sunglasses-frame","https://azyrspecs.com/admin/search?q=%22Velocity%22%201980s%20Bugatti%20Glasses%20Frame","NEEDS TAGGING","style:aviator | material:wire | vibe:retro | vibe:luxury | face_shape:oval"
"“The Ortega” Early 1960s Italian Cat-Eye Sunglasses – Worn at the 2025 Met Gala","https://azyrspecs.com/products/the-ortega-early-1960s-italian-cat-eye-sunglasses-worn-at-the-2025-met-gala","https://azyrspecs.com/admin/search?q=%E2%80%9CThe%20Ortega%E2%80%9D%20Early%201960s%20Italian%20Cat-Eye%20Sunglasses%20%E2%80%93%20Worn%20at%20the%202025%20Met%20Gala","NEEDS TAGGING","style:cat_eye | material:wire | vibe:retro | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
""Clubmaster" 1980s Ray-Ban Sunglasses","https://azyrspecs.com/products/clubmaster-1980s-ray-ban-sunglasses","https://azyrspecs.com/admin/search?q=%22Clubmaster%22%201980s%20Ray-Ban%20Sunglasses","NEEDS TAGGING","style:rectangle | material:wire | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | face_shape:oval | face_shape:round | face_shape:heart | face_shape:square | face_shape:heart | face_shape:oval"
""Lilac" 1980s Vito Glasses Frame","https://azyrspecs.com/products/vintage-1980s-vito-sunglasses-frame","https://azyrspecs.com/admin/search?q=%22Lilac%22%201980s%20Vito%20Glasses%20Frame","NEEDS TAGGING","style:square | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | face_shape:oval | face_shape:round | face_shape:heart | face_shape:square | face_shape:heart | face_shape:oval"
""Oceanic" 1980s Riviera Sunglasses","https://azyrspecs.com/products/vintage-1980s-riviera-sunglasses","https://azyrspecs.com/admin/search?q=%22Oceanic%22%201980s%20Riviera%20Sunglasses","NEEDS TAGGING","style:square | material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Vintage" 1960s Handmade Eyeglasses","https://azyrspecs.com/products/vintage-1960s-handmade-eyeglasses","https://azyrspecs.com/admin/search?q=%22Vintage%22%201960s%20Handmade%20Eyeglasses","NEEDS TAGGING","style:round | material:wire | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:tinted | face_shape:square | face_shape:heart | face_shape:oval"
""Barney" 1980s Bolle Sunglasses","https://azyrspecs.com/products/vintage-1980s-bolle-sunglasses-1","https://azyrspecs.com/admin/search?q=%22Barney%22%201980s%20Bolle%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:classic | vibe:athletic | lens:tinted | face_shape:square | face_shape:heart | face_shape:oval"
""Italian Summer" 1980s Renato Balestro Sunglasses","https://azyrspecs.com/products/vintage-1980s-renato-balatto-sunglasses","https://azyrspecs.com/admin/search?q=%22Italian%20Summer%22%201980s%20Renato%20Balestro%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Champagne" 1980s Caviar Sunglasses","https://azyrspecs.com/products/champagne-1980s-caviar-sunglasses","https://azyrspecs.com/admin/search?q=%22Champagne%22%201980s%20Caviar%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | lens:tinted | face_shape:oval"
""Voltage" 1990s Jean-Paul Gaultier Sunglasses","https://azyrspecs.com/products/voltage-1990s-jean-paul-gaultier-sunglasses","https://azyrspecs.com/admin/search?q=%22Voltage%22%201990s%20Jean-Paul%20Gaultier%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:luxury | vibe:trendy | lens:tinted | face_shape:square | face_shape:heart | face_shape:oval"
""Mellow" 1990s Maui Jim Sunglasses","https://azyrspecs.com/products/vintage-1990s-maui-jim-sunglasses","https://azyrspecs.com/admin/search?q=%22Mellow%22%201990s%20Maui%20Jim%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:trendy | vibe:classic | lens:polarized | lens:tinted | face_shape:oval"
"“La Directrice” 1980s YSL Vintage Sunglasses with New Lenses","https://azyrspecs.com/products/la-directrice-1980s-ysl-sunglasses-new-lenses","https://azyrspecs.com/admin/search?q=%E2%80%9CLa%20Directrice%E2%80%9D%201980s%20YSL%20Vintage%20Sunglasses%20with%20New%20Lenses","NEEDS TAGGING","style:cat_eye | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Solaris" 1970s Sunglasses New Lenses","https://azyrspecs.com/products/solaris-1970s-sunglasses-new-lenses","https://azyrspecs.com/admin/search?q=%22Solaris%22%201970s%20Sunglasses%20New%20Lenses","NEEDS TAGGING","style:square | material:wire | material:acetate | vibe:retro | vibe:luxury | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Orbit" 1980s Luigi Colani Frame","https://azyrspecs.com/products/orbit-1980s-luigi-colani-frame","https://azyrspecs.com/admin/search?q=%22Orbit%22%201980s%20Luigi%20Colani%20Frame","NEEDS TAGGING","style:aviator | material:wire | vibe:retro | vibe:luxury | vibe:edgy | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""The Hybrid" Y2k Parasite Frame","https://azyrspecs.com/products/the-hybrid-y2k-parasite-frame","https://azyrspecs.com/admin/search?q=%22The%20Hybrid%22%20Y2k%20Parasite%20Frame","NEEDS TAGGING","style:rectangle | material:wire | vibe:modern | vibe:luxury | lens:rx | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""The Sculptor" Bottega Veneta Sunglasses","https://azyrspecs.com/products/the-sculptor-bottega-venetta-sunglasses","https://azyrspecs.com/admin/search?q=%22The%20Sculptor%22%20Bottega%20Veneta%20Sunglasses","NEEDS TAGGING","style:cat_eye | material:wire | material:acetate | vibe:modern | vibe:luxury | vibe:edgy | face_shape:oval | face_shape:heart | face_shape:square"
""The Editor" 1990s Vogue Sunglasses","https://azyrspecs.com/products/the-editor-1990s-vogue-sunglasses","https://azyrspecs.com/admin/search?q=%22The%20Editor%22%201990s%20Vogue%20Sunglasses","NEEDS TAGGING","style:square | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | face_shape:oval | face_shape:round | face_shape:heart | face_shape:square | face_shape:heart | face_shape:oval"
""The Archivist" 1980s Terri Brognan","https://azyrspecs.com/products/the-archivist-1980s-terri-brognan","https://azyrspecs.com/admin/search?q=%22The%20Archivist%22%201980s%20Terri%20Brognan","NEEDS TAGGING","style:square | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:corporate | lens:rx | face_shape:oval | face_shape:round | face_shape:heart"
""Nuance" 1990s Matsuda Frame","https://azyrspecs.com/products/nuance-1990s-matsuda-frame","https://azyrspecs.com/admin/search?q=%22Nuance%22%201990s%20Matsuda%20Frame","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | lens:rx | face_shape:oval"
""Avalanche" 1980s Kikie's Leather Sunglasses","https://azyrspecs.com/products/avalance-1980s-kikies-leather-sunglasses","https://azyrspecs.com/admin/search?q=%22Avalanche%22%201980s%20Kikie%27s%20Leather%20Sunglasses","NEEDS TAGGING","style:aviator | style:round | material:acetate | vibe:retro | vibe:luxury | vibe:trendy | vibe:athletic | lens:tinted | face_shape:square | face_shape:heart | face_shape:oval"
""Bunny" 1980s Oversized Jet-Black Sunglasses","https://azyrspecs.com/products/playboy-1980s-oversized-jet-black-sunglasses","https://azyrspecs.com/admin/search?q=%22Bunny%22%201980s%20Oversized%20Jet-Black%20Sunglasses","NEEDS TAGGING","material:wire | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:athletic | lens:tinted | face_shape:square | face_shape:heart | face_shape:oval"
""Flowerchild" 1970s Solar Hand-painted Sunglasses","https://azyrspecs.com/products/flowerchild-1970s-solar-hand-painted-sunglasses","https://azyrspecs.com/admin/search?q=%22Flowerchild%22%201970s%20Solar%20Hand-painted%20Sunglasses","NEEDS TAGGING","style:square | material:wire | material:acetate | vibe:retro | vibe:luxury | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Sculptural" 1980s Deffaught Sunglasses","https://azyrspecs.com/products/sculptural-1980s-deffaught-sunglasses","https://azyrspecs.com/admin/search?q=%22Sculptural%22%201980s%20Deffaught%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Renaissance" 1980s Rodenstock Sunglasses","https://azyrspecs.com/products/renaissance-1980s-rodenstock-sunglasses","https://azyrspecs.com/admin/search?q=%22Renaissance%22%201980s%20Rodenstock%20Sunglasses","NEEDS TAGGING","style:square | material:wire | material:acetate | vibe:retro | vibe:luxury | lens:tinted | face_shape:oval | face_shape:round | face_shape:heart"
""Tortoise" 1990s Liz Clairborne","https://azyrspecs.com/products/tortoise-1990s-liz-clairborne","https://azyrspecs.com/admin/search?q=%22Tortoise%22%201990s%20Liz%20Clairborne","NEEDS TAGGING","material:wire | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:athletic | lens:tinted | face_shape:square | face_shape:heart | face_shape:oval"
""Smooches" 1980s Alain Mikli Sunglasses","https://azyrspecs.com/products/smooches-1980s-alain-mikli-sunglasses","https://azyrspecs.com/admin/search?q=%22Smooches%22%201980s%20Alain%20Mikli%20Sunglasses","NEEDS TAGGING","style:cat_eye | material:wire | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | face_shape:oval | face_shape:heart | face_shape:square"
""Goggles" 1980s Ray-Ban Luxury Sunglasses","https://azyrspecs.com/products/goggles-1980s-ray-ban-luxury-sunglasses","https://azyrspecs.com/admin/search?q=%22Goggles%22%201980s%20Ray-Ban%20Luxury%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
"“Kismet” 1980s Luigi Colani Sunglasses","https://azyrspecs.com/products/kismet-1980s-luigi-colani-designer-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CKismet%E2%80%9D%201980s%20Luigi%20Colani%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
"“Le Fleur” 1990s Theo Issy LA Designer Sunglasses","https://azyrspecs.com/products/le-fleur-1990s-theo-issy-la-designer-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CLe%20Fleur%E2%80%9D%201990s%20Theo%20Issy%20LA%20Designer%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
"“Art” 1980s Alain Mikli Sunglasses","https://azyrspecs.com/products/art-1980s-alain-mikli-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CArt%E2%80%9D%201980s%20Alain%20Mikli%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
"“Flare” 1980s Vogue Sunglasses","https://azyrspecs.com/products/flare-1980s-vogue-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CFlare%E2%80%9D%201980s%20Vogue%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
""Wood Allure" 1980s Sharon Sunglasses","https://azyrspecs.com/products/wood-allure-1980s-sharon-sunglasses","https://azyrspecs.com/admin/search?q=%22Wood%20Allure%22%201980s%20Sharon%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
"“Captain” 1980s Avus Sunglasses","https://azyrspecs.com/products/vintage-1980s-avus-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CCaptain%E2%80%9D%201980s%20Avus%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
"“Far Out” 1960s Harlequin Sunglasses","https://azyrspecs.com/products/far-out-1960s-harlequin-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CFar%20Out%E2%80%9D%201960s%20Harlequin%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
