Product Name,Shopify URL,Search in Admin,Status,Suggested Tags
"“Matrix in Blue” 1990s Wired Sunglasses","https://azyrspecs.com/products/matrix-in-blue-1990s-wired-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CMatrix%20in%20Blue%E2%80%9D%201990s%20Wired%20Sunglasses","NEEDS TAGGING","style:square | material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval"
"“Ace of Spades” 1990s Anglo American Sunglasses","https://azyrspecs.com/products/ace-of-spades-1990s-anglo-american-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CAce%20of%20Spades%E2%80%9D%201990s%20Anglo%20American%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:modern | vibe:luxury | vibe:trendy | vibe:classic | face_shape:oval"
"“Mountain Goggles” 1980s Sunglasses","https://azyrspecs.com/products/mountain-goggles-1980s-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CMountain%20Goggles%E2%80%9D%201980s%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | vibe:athletic | face_shape:oval | face_shape:square | face_shape:heart | face_shape:oval"
"“Tortoise Pilot” 1970s vintage Sunglasses","https://azyrspecs.com/products/tortoise-pilot-1970s-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CTortoise%20Pilot%E2%80%9D%201970s%20vintage%20Sunglasses","NEEDS TAGGING","style:aviator | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Silver Pilot" 2000s Ray-Ban Sunglasses","https://azyrspecs.com/products/silver-pilot-2000s","https://azyrspecs.com/admin/search?q=%22Silver%20Pilot%22%202000s%20Ray-Ban%20Sunglasses","NEEDS TAGGING","style:aviator | material:wire | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | face_shape:oval"
""Olive Tree" 1990s Sergio Tacchini Sunglasses","https://azyrspecs.com/products/olive-tree-1990s-sergio-tacchini-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%22Olive%20Tree%22%201990s%20Sergio%20Tacchini%20Sunglasses","NEEDS TAGGING","style:round | vibe:retro | vibe:modern | vibe:luxury | vibe:trendy | vibe:classic | face_shape:square | face_shape:heart | face_shape:oval"
"“Global Connections” 1980s vintage Sunglasses","https://azyrspecs.com/products/global-connections-1980s-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CGlobal%20Connections%E2%80%9D%201980s%20vintage%20Sunglasses","NEEDS TAGGING","style:cat_eye | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval"
""Bonita" 1990s","https://azyrspecs.com/products/bonita-1990s","https://azyrspecs.com/admin/search?q=%22Bonita%22%201990s","NEEDS TAGGING","style:cat_eye | material:wire | vibe:retro | vibe:luxury | face_shape:oval"
"“Reved Up Engines” 2000s","https://azyrspecs.com/products/men-s-sport-taiwan","https://azyrspecs.com/admin/search?q=%E2%80%9CReved%20Up%20Engines%E2%80%9D%202000s","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:athletic | face_shape:oval"
"“Upscale Pilot” Dolce & Gabbana Sunglasses","https://azyrspecs.com/products/upscale-pilot-dolce-gabbana-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CUpscale%20Pilot%E2%80%9D%20Dolce%20%26%20Gabbana%20Sunglasses","NEEDS TAGGING","style:aviator | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
"“Pink Panther” 1980s Sunglasses","https://azyrspecs.com/products/pink-panther-1980s-pink-oval-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CPink%20Panther%E2%80%9D%201980s%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval"
"“Nike White” 2000s Nix Sunglasses (Frames Only)","https://azyrspecs.com/products/nike-white-2000s-vintage-glasses","https://azyrspecs.com/admin/search?q=%E2%80%9CNike%20White%E2%80%9D%202000s%20Nix%20Sunglasses%20%28Frames%20Only%29","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | vibe:athletic | face_shape:oval"
"“Just Like Honey” 1980s Terri Brognan Eyeglasses (Frames Only)","https://azyrspecs.com/products/just-like-honey-1980s-terri-brognan-optyl-vintage-eyeglass-frame","https://azyrspecs.com/admin/search?q=%E2%80%9CJust%20Like%20Honey%E2%80%9D%201980s%20Terri%20Brognan%20Eyeglasses%20%28Frames%20Only%29","NEEDS TAGGING","style:round | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:square | face_shape:heart | face_shape:oval"
""KA BU KI" 1990s","https://azyrspecs.com/products/ka-bu-ki-1990s","https://azyrspecs.com/admin/search?q=%22KA%20BU%20KI%22%201990s","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | lens:tinted | face_shape:oval"
""Lady Hilton" 1980s","https://azyrspecs.com/products/lady-hilton-1980s","https://azyrspecs.com/admin/search?q=%22Lady%20Hilton%22%201980s","NEEDS TAGGING","material:wire | vibe:retro | vibe:luxury | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
""Metallic Mischief" 2000s","https://azyrspecs.com/products/metallic-mischief-2000s-1","https://azyrspecs.com/admin/search?q=%22Metallic%20Mischief%22%202000s","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | face_shape:oval"
""Catty Opal" 1950s","https://azyrspecs.com/products/catty-opal-1950s-italian-cat-eye-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%22Catty%20Opal%22%201950s","NEEDS TAGGING","style:cat_eye | vibe:retro | vibe:modern | vibe:luxury | lens:rx | face_shape:oval | face_shape:heart | face_shape:square"
""Vroom, Vroom" 1990s","https://azyrspecs.com/products/far-out-1990s","https://azyrspecs.com/admin/search?q=%22Vroom%2C%20Vroom%22%201990s","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Far Out" 1970s","https://azyrspecs.com/products/far-out-1970s","https://azyrspecs.com/admin/search?q=%22Far%20Out%22%201970s","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Bear With Me" 1960s","https://azyrspecs.com/products/brown-round-1960s","https://azyrspecs.com/admin/search?q=%22Bear%20With%20Me%22%201960s","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Roboto Neostyle" 1970s Neostyle Sunglasses","https://azyrspecs.com/products/roboto-neostyle-1970s-neostyle-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%22Roboto%20Neostyle%22%201970s%20Neostyle%20Sunglasses","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Superstar" 1980s","https://azyrspecs.com/products/superstar","https://azyrspecs.com/admin/search?q=%22Superstar%22%201980s","NEEDS TAGGING","style:round | material:acetate | vibe:retro | vibe:modern | vibe:luxury | face_shape:square | face_shape:heart | face_shape:oval"
"“Exclusive Ski” 1970s Val d’Iseire Sunglasses","https://azyrspecs.com/products/exclusive-ski-1970s-val-d-iseire-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CExclusive%20Ski%E2%80%9D%201970s%20Val%20d%E2%80%99Iseire%20Sunglasses","NEEDS TAGGING","style:aviator | material:wire | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
""Blue's Clues" 1980s","https://azyrspecs.com/products/blues-clues-1980s","https://azyrspecs.com/admin/search?q=%22Blue%27s%20Clues%22%201980s","NEEDS TAGGING","vibe:retro | vibe:modern | vibe:edgy | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Gabbana Glow" 2000s","https://azyrspecs.com/products/gabbana-glow-2000s","https://azyrspecs.com/admin/search?q=%22Gabbana%20Glow%22%202000s","NEEDS TAGGING","material:wire | material:acetate | vibe:modern | vibe:luxury | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval"
""Glamour Gaze" 2000s","https://azyrspecs.com/products/glamour-gaze-2000s","https://azyrspecs.com/admin/search?q=%22Glamour%20Gaze%22%202000s","NEEDS TAGGING","material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | face_shape:oval"
""Bayonetta" 2000s","https://azyrspecs.com/products/bayonetta-2000s","https://azyrspecs.com/admin/search?q=%22Bayonetta%22%202000s","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | lens:rx | lens:tinted | face_shape:oval"
""Dalmation" 1960s","https://azyrspecs.com/products/dalmation-1960s","https://azyrspecs.com/admin/search?q=%22Dalmation%22%201960s","NEEDS TAGGING","style:round | vibe:retro | vibe:modern | vibe:luxury | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval | face_shape:square | face_shape:heart | face_shape:oval"
""Signature Shell" 2000s","https://azyrspecs.com/products/sculpted-sophistication-2000s","https://azyrspecs.com/admin/search?q=%22Signature%20Shell%22%202000s","NEEDS TAGGING","material:acetate | vibe:modern | vibe:luxury | vibe:classic | face_shape:oval"
""Jetsetter" 1980s","https://azyrspecs.com/products/jetsetter-1980s","https://azyrspecs.com/admin/search?q=%22Jetsetter%22%201980s","NEEDS TAGGING","style:aviator | material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:trendy | vibe:classic | face_shape:oval"
""Metallic Mischief" 2000s","https://azyrspecs.com/products/metallic-mischief-2000s","https://azyrspecs.com/admin/search?q=%22Metallic%20Mischief%22%202000s","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | face_shape:oval"
""Black n Blue" 2000s","https://azyrspecs.com/products/black-n-blue-2000s","https://azyrspecs.com/admin/search?q=%22Black%20n%20Blue%22%202000s","NEEDS TAGGING","vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval"
""Jetsetter" 1990s","https://azyrspecs.com/products/jetsetter-1990s","https://azyrspecs.com/admin/search?q=%22Jetsetter%22%201990s","NEEDS TAGGING","style:aviator | material:wire | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Tortoise Twist" 1980s","https://azyrspecs.com/products/tortoise-twist-1980s","https://azyrspecs.com/admin/search?q=%22Tortoise%20Twist%22%201980s","NEEDS TAGGING","style:round | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:classic | lens:polarized | face_shape:square | face_shape:heart | face_shape:oval"
""Green Scene" 1980s","https://azyrspecs.com/products/green-scene-1980s","https://azyrspecs.com/admin/search?q=%22Green%20Scene%22%201980s","NEEDS TAGGING","vibe:retro | vibe:modern | vibe:luxury | vibe:classic | lens:polarized | face_shape:oval | face_shape:heart | face_shape:square"
""Violet Butterfly" 1960s","https://azyrspecs.com/products/violet-butterfly-1960s","https://azyrspecs.com/admin/search?q=%22Violet%20Butterfly%22%201960s","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Titanium" 1990s","https://azyrspecs.com/products/titanium-1990s-1","https://azyrspecs.com/admin/search?q=%22Titanium%22%201990s","NEEDS TAGGING","material:wire | vibe:retro | vibe:modern | vibe:luxury | lens:tinted | face_shape:oval"
""Active Edge" 2000s Fila Sporty Glasses","https://azyrspecs.com/products/active-edge-2000s-fila-sporty-glasses","https://azyrspecs.com/admin/search?q=%22Active%20Edge%22%202000s%20Fila%20Sporty%20Glasses","NEEDS TAGGING","vibe:retro | vibe:modern | vibe:edgy | vibe:trendy | vibe:classic | vibe:athletic | face_shape:oval | face_shape:heart | face_shape:square"
""Auburn Gaze" 1980s Laura Biagiotti Sunglasses","https://azyrspecs.com/products/auburn-gaze-1980s-laura-biagiotti-sunglasses","https://azyrspecs.com/admin/search?q=%22Auburn%20Gaze%22%201980s%20Laura%20Biagiotti%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:polarized | face_shape:oval | face_shape:heart | face_shape:square"
""Retro Chrome" 1990s","https://azyrspecs.com/products/retro-chrome-1990s","https://azyrspecs.com/admin/search?q=%22Retro%20Chrome%22%201990s","NEEDS TAGGING","material:wire | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | vibe:athletic | lens:tinted | face_shape:oval"
""Tokyo Tortoise" 1980s","https://azyrspecs.com/products/tokyo-tortoise-1980s","https://azyrspecs.com/admin/search?q=%22Tokyo%20Tortoise%22%201980s","NEEDS TAGGING","material:wire | material:acetate | vibe:retro | vibe:luxury | face_shape:oval | face_shape:square | face_shape:heart | face_shape:oval"
""Ukiyo-e" 196","https://azyrspecs.com/products/ukiyo-e-196","https://azyrspecs.com/admin/search?q=%22Ukiyo-e%22%20196","NEEDS TAGGING","style:cat_eye | material:wire | vibe:retro | vibe:modern | vibe:luxury | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Nod to Masters" 1980s","https://azyrspecs.com/products/nod-to-masters-1980s","https://azyrspecs.com/admin/search?q=%22Nod%20to%20Masters%22%201980s","NEEDS TAGGING","style:aviator | style:round | material:wire | vibe:retro | vibe:luxury | vibe:classic | lens:polarized | face_shape:square | face_shape:heart | face_shape:oval"
"1980s Steffan Preutz Eyeglasses (Frames Only)","https://azyrspecs.com/products/1980s-steffan-preutz-eyeglasses-frames","https://azyrspecs.com/admin/search?q=1980s%20Steffan%20Preutz%20Eyeglasses%20%28Frames%20Only%29","NEEDS TAGGING","style:rectangle | material:acetate | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | face_shape:oval | face_shape:round | face_shape:heart"
""Classic with a Twist" 1970s","https://azyrspecs.com/products/classic-with-a-twist-1970s","https://azyrspecs.com/admin/search?q=%22Classic%20with%20a%20Twist%22%201970s","NEEDS TAGGING","material:wire | vibe:retro | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
""Florence Flares" 1990s","https://azyrspecs.com/products/florence-flares-1990s","https://azyrspecs.com/admin/search?q=%22Florence%20Flares%22%201990s","NEEDS TAGGING","vibe:retro | vibe:classic | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Armor" 2000s","https://azyrspecs.com/products/armor-2000s","https://azyrspecs.com/admin/search?q=%22Armor%22%202000s","NEEDS TAGGING","material:wire | vibe:retro | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Besos" 1980s","https://azyrspecs.com/products/besos-1980s","https://azyrspecs.com/admin/search?q=%22Besos%22%201980s","NEEDS TAGGING","vibe:retro | face_shape:oval | face_shape:heart | face_shape:square"
""Wild Ride" 1980s","https://azyrspecs.com/products/wild-ride-1980s","https://azyrspecs.com/admin/search?q=%22Wild%20Ride%22%201980s","NEEDS TAGGING","material:acetate | vibe:retro | face_shape:oval | face_shape:heart | face_shape:square"
""Star Studded" 2000s","https://azyrspecs.com/products/star-studded-2000s-1","https://azyrspecs.com/admin/search?q=%22Star%20Studded%22%202000s","NEEDS TAGGING","material:wire | vibe:luxury | face_shape:square | face_shape:heart | face_shape:oval"
""Marblue" 1980s","https://azyrspecs.com/products/marblue-1980s","https://azyrspecs.com/admin/search?q=%22Marblue%22%201980s","NEEDS TAGGING","vibe:retro | face_shape:oval | face_shape:heart | face_shape:square"
""Roundy" 1970s","https://azyrspecs.com/products/roundy-1970s","https://azyrspecs.com/admin/search?q=%22Roundy%22%201970s","NEEDS TAGGING","style:round | vibe:retro | vibe:modern | face_shape:square | face_shape:heart | face_shape:oval"
"“Crystalize” 1960s Mozetta Sunglasses","https://azyrspecs.com/products/crystalize-1960s-mozetta-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CCrystalize%E2%80%9D%201960s%20Mozetta%20Sunglasses","NEEDS TAGGING","style:cat_eye | vibe:retro | vibe:luxury | vibe:trendy | vibe:classic | lens:polarized | face_shape:oval | face_shape:heart | face_shape:square"
""Olive Martini" 1980s","https://azyrspecs.com/products/olive-martini-1980s","https://azyrspecs.com/admin/search?q=%22Olive%20Martini%22%201980s","NEEDS TAGGING","style:aviator | material:acetate | vibe:retro | vibe:luxury | face_shape:oval | face_shape:heart | face_shape:square"
""Mellow Yellow" 1970s","https://azyrspecs.com/products/mellow-yellow-1970s","https://azyrspecs.com/admin/search?q=%22Mellow%20Yellow%22%201970s","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | face_shape:oval | face_shape:heart | face_shape:square"
""Gold Brow" 1980s","https://azyrspecs.com/products/gold-brow-1980s","https://azyrspecs.com/admin/search?q=%22Gold%20Brow%22%201980s","NEEDS TAGGING","style:rectangle | material:wire | material:acetate | vibe:retro | lens:polarized | face_shape:oval | face_shape:heart | face_shape:square"
""Taxi Driver" 1980s","https://azyrspecs.com/products/taxi-driver-1980s-1","https://azyrspecs.com/admin/search?q=%22Taxi%20Driver%22%201980s","NEEDS TAGGING","vibe:retro | face_shape:oval | face_shape:heart | face_shape:square"
""Flower Girl" 1970s","https://azyrspecs.com/products/flower-girl-1970s","https://azyrspecs.com/admin/search?q=%22Flower%20Girl%22%201970s","NEEDS TAGGING","style:round | material:acetate | vibe:retro | face_shape:square | face_shape:heart | face_shape:oval"
""Gone Fishin" 1980s","https://azyrspecs.com/products/gone-fishin-1980s","https://azyrspecs.com/admin/search?q=%22Gone%20Fishin%22%201980s","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | vibe:trendy | vibe:athletic | face_shape:oval | face_shape:heart | face_shape:square"
""Reflector" 1990s","https://azyrspecs.com/products/reflector-1990s","https://azyrspecs.com/admin/search?q=%22Reflector%22%201990s","NEEDS TAGGING","vibe:retro | vibe:luxury | lens:polarized | face_shape:oval | face_shape:heart | face_shape:square"
""Shield Me" 1990s/y2k","https://azyrspecs.com/products/shield-me-1990s-y2k","https://azyrspecs.com/admin/search?q=%22Shield%20Me%22%201990s/y2k","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | face_shape:oval | face_shape:heart | face_shape:square"
"AZYR Specs Keychain","https://azyrspecs.com/products/azyr-specs-keychain","https://azyrspecs.com/admin/search?q=AZYR%20Specs%20Keychain","NEEDS TAGGING","face_shape:oval | face_shape:heart | face_shape:square"
""C Me Now" 1990s","https://azyrspecs.com/products/c-me-now-1990s","https://azyrspecs.com/admin/search?q=%22C%20Me%20Now%22%201990s","NEEDS TAGGING","style:round | material:wire | vibe:retro | vibe:luxury | face_shape:square | face_shape:heart | face_shape:oval"
""Grapevine" 1980s","https://azyrspecs.com/products/grapevine-1980s","https://azyrspecs.com/admin/search?q=%22Grapevine%22%201980s","NEEDS TAGGING","style:cat_eye | vibe:retro | vibe:luxury | vibe:trendy | face_shape:oval | face_shape:heart | face_shape:square"
""Retro Vision" 1980s Cazal Sunglasses","https://azyrspecs.com/products/retro-vision-1980s-cazal-vintage-glasses","https://azyrspecs.com/admin/search?q=%22Retro%20Vision%22%201980s%20Cazal%20Sunglasses","NEEDS TAGGING","material:wire | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:heart | face_shape:square"
""Watch Your Couture" 1990s","https://azyrspecs.com/products/watch-your-couture-1990s","https://azyrspecs.com/admin/search?q=%22Watch%20Your%20Couture%22%201990s","NEEDS TAGGING","vibe:retro | vibe:luxury | face_shape:square | face_shape:heart | face_shape:oval"
""Intergalactic" 1960s","https://azyrspecs.com/products/intergalactic-1960s","https://azyrspecs.com/admin/search?q=%22Intergalactic%22%201960s","NEEDS TAGGING","vibe:retro | vibe:luxury | face_shape:square | face_shape:heart | face_shape:oval"
""Wink" 1990s","https://azyrspecs.com/products/wink-1990s","https://azyrspecs.com/admin/search?q=%22Wink%22%201990s","NEEDS TAGGING","style:aviator | material:wire | vibe:retro | vibe:luxury | face_shape:oval | face_shape:heart | face_shape:square"
""Running Man" 2000s","https://azyrspecs.com/products/running-man-2000s","https://azyrspecs.com/admin/search?q=%22Running%20Man%22%202000s","NEEDS TAGGING","vibe:luxury | vibe:athletic | face_shape:oval | face_shape:square | face_shape:heart | face_shape:oval"
""Tin Woman" 1970s","https://azyrspecs.com/products/tin-woman-1970s","https://azyrspecs.com/admin/search?q=%22Tin%20Woman%22%201970s","NEEDS TAGGING","material:wire | vibe:retro | vibe:luxury | face_shape:oval | face_shape:heart | face_shape:square"
""Far Out" 1980s","https://azyrspecs.com/products/far-out-1980s-1","https://azyrspecs.com/admin/search?q=%22Far%20Out%22%201980s","NEEDS TAGGING","style:wayfarer | material:acetate | vibe:retro | vibe:luxury | face_shape:oval | face_shape:heart | face_shape:square"
""Butterfly Mama" 1970s","https://azyrspecs.com/products/butterfly-mama-1970s","https://azyrspecs.com/admin/search?q=%22Butterfly%20Mama%22%201970s","NEEDS TAGGING","material:acetate | vibe:retro | vibe:luxury | face_shape:oval"
"“Clueless” 1990s Sunglasses","https://azyrspecs.com/products/clueless-1990s-m-109-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CClueless%E2%80%9D%201990s%20Sunglasses","NEEDS TAGGING","style:cat_eye | vibe:retro | vibe:modern | vibe:trendy | vibe:classic | face_shape:oval"
"“Classy Lady” 1980s","https://azyrspecs.com/products/classy-lady-1980s","https://azyrspecs.com/admin/search?q=%E2%80%9CClassy%20Lady%E2%80%9D%201980s","NEEDS TAGGING","vibe:retro | vibe:luxury | face_shape:oval | face_shape:heart | face_shape:square"
"LA Eyeworks "LUNK 763"","https://azyrspecs.com/products/la-eyeworks-lunk-763","https://azyrspecs.com/admin/search?q=LA%20Eyeworks%20%22LUNK%20763%22","NEEDS TAGGING","style:round | style:rectangle | material:acetate | vibe:retro | vibe:luxury | face_shape:oval | face_shape:round | face_shape:heart"
"LA Eyeworks "Cat-eye MC Croskey"","https://azyrspecs.com/products/la-eyeworks-cat-eye-mc-croskey","https://azyrspecs.com/admin/search?q=LA%20Eyeworks%20%22Cat-eye%20MC%20Croskey%22","NEEDS TAGGING","style:cat_eye | style:round | material:acetate | vibe:retro | vibe:luxury | face_shape:square | face_shape:heart | face_shape:oval"
"LA Eyeworks "Magenta Cat Eye"","https://azyrspecs.com/products/la-eyeworks-magenta-cat-eye","https://azyrspecs.com/admin/search?q=LA%20Eyeworks%20%22Magenta%20Cat%20Eye%22","NEEDS TAGGING","style:cat_eye | style:round | vibe:retro | vibe:luxury | face_shape:square | face_shape:heart | face_shape:oval"
"LA Eyeworks "Purple Tarzana 475"","https://azyrspecs.com/products/la-eyeworks-purple-tarzana-475","https://azyrspecs.com/admin/search?q=LA%20Eyeworks%20%22Purple%20Tarzana%20475%22","NEEDS TAGGING","vibe:retro | vibe:luxury | face_shape:oval | face_shape:heart | face_shape:square"
"L.A. EYEWORKS ONE PAIR “CORGI”","https://azyrspecs.com/products/l-a-eyeworks-one-pair-corgi","https://azyrspecs.com/admin/search?q=L.A.%20EYEWORKS%20ONE%20PAIR%20%E2%80%9CCORGI%E2%80%9D","NEEDS TAGGING","style:round | style:rectangle | material:wire | material:acetate | vibe:retro | vibe:luxury | face_shape:oval | face_shape:round | face_shape:heart"
""Magda" 1990s Jean La Font Sunglasses","https://azyrspecs.com/products/magda-1990s-jean-la-font-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%22Magda%22%201990s%20Jean%20La%20Font%20Sunglasses","NEEDS TAGGING","style:cat_eye | style:rectangle | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | face_shape:oval | face_shape:round | face_shape:heart"
""Jade" 2000s Exclusive Designer Eyeglasses","https://azyrspecs.com/products/jade-2000s-exclusive-designer-eyeglasses","https://azyrspecs.com/admin/search?q=%22Jade%22%202000s%20Exclusive%20Designer%20Eyeglasses","NEEDS TAGGING","style:rectangle | material:acetate | vibe:retro | vibe:modern | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:oval | face_shape:round | face_shape:heart | face_shape:square | face_shape:heart | face_shape:oval"
"“Mykonos” 2000s Etnia Barcelona Sunglasses (Frames Only)","https://azyrspecs.com/products/mykonos-2000s-etnia-barcelona-vintage-sunglasses-frames","https://azyrspecs.com/admin/search?q=%E2%80%9CMykonos%E2%80%9D%202000s%20Etnia%20Barcelona%20Sunglasses%20%28Frames%20Only%29","NEEDS TAGGING","style:rectangle | material:acetate | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | face_shape:oval | face_shape:round | face_shape:heart"
"“Dancing Feet” 1970s Charles Jourdan Sunglasses","https://azyrspecs.com/products/dancing-feet-1970s-charles-jourdan-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CDancing%20Feet%E2%80%9D%201970s%20Charles%20Jourdan%20Sunglasses","NEEDS TAGGING","style:round | vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | face_shape:square | face_shape:heart | face_shape:oval"
""Camouflage" 1980s Dunhill Sunglasses","https://azyrspecs.com/products/camoflauge-1980s-vintage-dunhill-sunglasses","https://azyrspecs.com/admin/search?q=%22Camouflage%22%201980s%20Dunhill%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Snakeskin" 1980s","https://azyrspecs.com/products/snakeskin-1980s","https://azyrspecs.com/admin/search?q=%22Snakeskin%22%201980s","NEEDS TAGGING","vibe:retro | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Carrie Bradshaw" 1980s","https://azyrspecs.com/products/carrie-bradshaw-1980s","https://azyrspecs.com/admin/search?q=%22Carrie%20Bradshaw%22%201980s","NEEDS TAGGING","vibe:retro | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Gucci Gang" 1980s","https://azyrspecs.com/products/gucci-gang-1980s","https://azyrspecs.com/admin/search?q=%22Gucci%20Gang%22%201980s","NEEDS TAGGING","vibe:retro | vibe:modern | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
""Seafoam" 1980s","https://azyrspecs.com/products/seafoam-1980s","https://azyrspecs.com/admin/search?q=%22Seafoam%22%201980s","NEEDS TAGGING","vibe:retro | lens:rx | face_shape:oval | face_shape:heart | face_shape:square"
""Diva" 1990s","https://azyrspecs.com/products/divel-1990s","https://azyrspecs.com/admin/search?q=%22Diva%22%201990s","NEEDS TAGGING","vibe:retro | lens:rx | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
"“Architectural” 1980s Chloe Sunglasses","https://azyrspecs.com/products/architectural-1980s-chloe-vintage-sunglasses","https://azyrspecs.com/admin/search?q=%E2%80%9CArchitectural%E2%80%9D%201980s%20Chloe%20Sunglasses","NEEDS TAGGING","vibe:retro | vibe:luxury | vibe:edgy | vibe:trendy | vibe:classic | lens:tinted | face_shape:oval | face_shape:heart | face_shape:square"
