Handle,Title,Style,Material,Face Shapes,Tags
neo-tears-2000s,"""Neo Tears"" 2000s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
catty-1950s,"""Catty"" 1950s",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
sunset-vision-1990s,"""Sunset Vision"" 1990s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
through-the-looking-glass-1960s,"""Through the Looking Glass"" 1970s",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
blunt-1960s,"""Blunt"" 1960s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
c-me-now-1980s,"""C Me Now"" 1980s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
green-with-no-envy-1990s,"""Green with No Envy"" 1990s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
clocked-in-1990s,"""Clocked In"" 1990s",square,wire,"oval, round","style:square, material:wire, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:polarized"
goldy-locks-1960s,"""Goldy Locks"" 1960s",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
pilot-1980s-fendi,"""Pilot"" 1980s Fendi",aviator,wire,"heart, oval, square, diamond","style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
green-turtle-1980s,"""Green Turtle"" 1980s",square,acetate,"oval, round","style:square, material:acetate, vibe:retro, vibe:luxury, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
flowers-in-your-hair-1990s,"""Flowers in Your Hair"" 1990s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
tinman-1980s,"""Tinman"" 1980s",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
speckle-1980s,“Speckle” 1980s,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:custom"
all-in-2000s,“All in” 2000s,cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:polarized"
nathan-1980s,“Nathan” 1980s,wayfarer,acetate,"heart, oval, round, square","style:wayfarer, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
spitfire-1990s,“Spitfire” 1990s,round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
glass-eye-1970s,“Glass Eye” 1970s,round,,"heart, square, diamond","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
muddy-water-1980s,“Muddy Water” 1980s,aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
ballerina-1970s,“Ballerina” 1970s,round,,"heart, square, diamond","style:round, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
wrapped-y2k-escada-vintage-sunglasses,“Wrapped” Y2K,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
check-mate-1990s,“Check Mate” 1990s,rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
pilot-in-the-mirror-2000s,"""Pilot in the Mirror"" 2000s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
orange-flight-1970s,"""Orange Flight"" 1970s",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
flying-turtle-1970s,"""Flying Turtle"" 1970s",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
glam-regency-1970s,"""Glam Regency"" 1970s",round,,"heart, square, diamond","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
ornate-oval-1980s,“Ornate Oval” 1980s,rectangle,wire,"heart, oval, round, diamond","style:rectangle, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
flight-school-1980s,“Take Flight” 1980s,aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
bunny-1970s,“Bunny” 1970s,rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
star-studded-2000s,“Star Studded” 2000s,rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
novacheck-1990s,“Novacheck” 1990s,rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
retro-wink-1990s,“Retro Wink” 1990s,aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
amor-1950s,“Amor” 1950s,square,wire,"oval, round","style:square, material:wire, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
speed-racer-1990s,“Speed Racer” 1990s,rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
nod-to-the-eye-1980s,“Nod to the Eye” 1980s,cat_eye,,"heart, oval, round, square, diamond","style:cat_eye, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
squarepants-1960s,"""Squarepants"" 1960s",square,,"oval, round","style:square, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
brow-line-1950s,"""Brow Line"" 1950s",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
fade-into-me-1990s,"""Fade Into Me"" 1990s",rectangle,acetate,"heart, oval, round, diamond","style:rectangle, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:tinted"
back-to-black-1990s,"""Back to Black"" 1990s",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, vibe:trendy, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
classic-hepburn-1970s,"""Classic Hepburn"" 1960s",wayfarer,,"heart, oval, round, square","style:wayfarer, vibe:retro, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, use_case:day, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
lizard-1990s,"""Lizard"" 1990s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
outter-space-1950s,“Outter Space” 1950s,cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
grapejuice-1990s,"""Grapejuice"" 1990s",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
round-round-1980s,ROUND & ROUND 1980S,round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
pearl-esque-1980s,"""PEARL-ESQUE"" 1980S",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, vibe:trendy, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
sunrise,"""Sunrise"" 1980S",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
sigmund-freud,"""SIGMUND FREUD"" 1980s",cat_eye,acetate,"heart, oval, round, square, diamond","style:cat_eye, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted"
karate-kid-1990s,"""KARATE KID"" 1990S",round,acetate,"heart, square, diamond","style:round, material:acetate, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
miles-davis-1980s,"""Miles Davis"" 1980S",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
speck-oscar-de-la-renta-1980s,"""MARBLE"" 1980S",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
star-chloe-y2k,"""STAR"" CHLOE Y2K",round,,"heart, square, diamond","style:round, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
mellow-da-dean-1980s,"""MELLOW"" 1980S",aviator,acetate,"heart, oval, square, diamond","style:aviator, material:acetate, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:rx"
ice-age-sro-usa-1980s,"""ICE AGE"" 1980S",aviator,,"heart, oval, square, diamond","style:aviator, vibe:retro, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:blue_light, lens:tinted"
sergio-tacchini-1970s-tin-man,"""TIN MAN"" 1970S",round,wire,"heart, square, diamond","style:round, material:wire, vibe:retro, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx"
cazal-1980s,"""GEOMETRIC"" 1980S",square,wire,"oval, round","style:square, material:wire, vibe:retro, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:rx"
daisy-dior-1970s,"""DAISY"" 1970S",cat_eye,wire,"heart, oval, round, square, diamond","style:cat_eye, material:wire, vibe:retro, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
dolce-gabbana-1,"""LEO""",rectangle,,"heart, oval, round, diamond","style:rectangle, vibe:retro, vibe:luxury, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:rx"
nina-ricci-pink,"""PRETTY IN PINK"" 1970S",square,wire,"oval, round","style:square, material:wire, vibe:retro, vibe:luxury, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
